Time,Open,High,Low,Close,Volume
07/28/2021 06:56:00,39450.2,39521.18,39450.2,39521.18,2190653.2
07/28/2021 06:57:00,39521.19,39569.21,39518.73,39555.01,1669577.5
07/28/2021 06:58:00,39555.01,39596.95,39542.7,39590.78,2202061.8
07/28/2021 06:59:00,39592.78,39599.99,39505.55,39540,2323843
07/28/2021 07:00:00,39540,39608.42,39526.8,39600.68,2243055.5
07/28/2021 07:01:00,39600.69,39672.71,39600.69,39652.43,3108000.8
07/28/2021 07:02:00,39652.43,39695.66,39639.64,39682.98,1444123.4
07/28/2021 07:03:00,39682.98,39693.56,39637,39645,1698897
07/28/2021 07:04:00,39645.01,39680.02,39644.79,39651.25,1262737.9
07/28/2021 07:05:00,39651.24,39672,39633.27,39667.02,1320480.4
07/28/2021 07:06:00,39667.03,39709.32,39653.86,39704.55,2770419.2
07/28/2021 07:07:00,39704.55,39780.36,39704.55,39762.93,2881888
07/28/2021 07:08:00,39762.94,39784.43,39741.72,39770.03,1436015.4
07/28/2021 07:09:00,39770.03,39796.62,39704.54,39706.89,3030115
07/28/2021 07:10:00,39710.32,39761.89,39650.59,39747.39,1749251.6
07/28/2021 07:11:00,39747.39,39747.39,39682.27,39686.24,1262657
07/28/2021 07:12:00,39686.24,39712,39686.24,39708.24,875812.7
07/28/2021 07:13:00,39708.25,39708.25,39682.66,39689.15,976913.6
07/28/2021 07:14:00,39689.16,39699.58,39675.07,39685.75,805227.94
07/28/2021 07:15:00,39685.76,39696.05,39567.18,39616.78,3382019.2
07/28/2021 07:16:00,39616.77,39676.56,39597.92,39633.3,2575950.8
07/28/2021 07:17:00,39633.31,39681.66,39628.95,39671.76,2107603
07/28/2021 07:18:00,39671.75,39671.9,39633.71,39633.82,1100687
07/28/2021 07:19:00,39633.82,39675,39629.18,39661.23,805108.4
07/28/2021 07:20:00,39661.23,39674.64,39643,39651.3,957723.94
07/28/2021 07:21:00,39651.29,39672.05,39639,39639,397239
07/28/2021 07:22:00,39639,39654.23,39636.01,39650.32,531370.8
07/28/2021 07:23:00,39650.32,39717.58,39650.32,39717.57,1155130.8
07/28/2021 07:24:00,39717.57,39797.85,39710.97,39793.04,2507940.8
07/28/2021 07:25:00,39791.63,39799.17,39750,39750.01,1287045.6
07/28/2021 07:26:00,39750,39776.37,39711.65,39711.65,1014033.94
07/28/2021 07:27:00,39711.65,39737.42,39711.64,39731.45,882232.9
07/28/2021 07:28:00,39730,39770,39725.27,39742.57,1390723.6
07/28/2021 07:29:00,39742.58,39742.87,39732.07,39739.52,673294.06
07/28/2021 07:30:00,39739.51,39740,39710.01,39710.01,1319560
07/28/2021 07:31:00,39710.01,39711.05,39528.72,39543.72,4943318.5
