Time,Open,High,Low,Close,Volume
07/28/2021 00:00:00,0.00039457,0.00039472,0.00039318,0.00039358,6130048
07/28/2021 00:01:00,0.00039358,0.00039448,0.00039335,0.00039399,4891746
07/28/2021 00:02:00,0.00039399,0.00039477,0.00039354,0.00039470,3586159
07/28/2021 00:03:00,0.00039476,0.00039562,0.00039357,0.00039382,6675879.5
07/28/2021 00:04:00,0.00039380,0.000394,0.00039222,0.00039269,3469602.5
07/28/2021 00:05:00,0.00039269,0.00039329,0.00039258,0.00039285,2450177.8
07/28/2021 00:06:00,0.00039285,0.00039329,0.00039273,0.00039306,1250629.6
07/28/2021 00:07:00,0.00039306,0.00039306,0.00039218,0.00039230,1956758.6
07/28/2021 00:08:00,0.00039240,0.0003925,0.00039173,0.00039182,3654828.2
07/28/2021 00:09:00,0.00039182,0.00039191,0.00039124,0.00039124,2745259.8
07/28/2021 00:10:00,0.00039124,0.00039232,0.00039077,0.00039223,3466509.5
07/28/2021 00:11:00,0.00039223,0.00039252,0.00039141,0.0003917,1706389.5
07/28/2021 00:12:00,0.0003917,0.00039230,0.00039154,0.00039209,817375.75
07/28/2021 00:13:00,0.00039209,0.00039214,0.00039154,0.00039174,591543
07/28/2021 00:14:00,0.00039174,0.00039209,0.00039174,0.00039183,824013.56
07/28/2021 00:15:00,0.00039183,0.00039237,0.00039180,0.00039215,1481258.4
07/28/2021 00:16:00,0.00039212,0.00039259,0.00039208,0.00039218,2517273.8
07/28/2021 00:17:00,0.00039214,0.00039237,0.00039207,0.00039221,1103303.5
07/28/2021 00:18:00,0.00039221,0.00039236,0.0003922,0.00039229,747412.7
07/28/2021 00:19:00,0.00039229,0.00039273,0.00039225,0.00039262,1484355.8
07/28/2021 00:20:00,0.00039262,0.00039296,0.00039239,0.00039296,1137887.4
07/28/2021 00:21:00,0.00039296,0.00039316,0.00039266,0.00039306,1202753.8
07/28/2021 00:22:00,0.00039306,0.00039333,0.00039306,0.00039314,937088.44
07/28/2021 00:23:00,0.00039314,0.00039314,0.00039267,0.00039285,3192651.5
07/28/2021 00:24:00,0.00039285,0.00039337,0.00039281,0.00039322,1691917.2
07/28/2021 00:25:00,0.00039322,0.00039375,0.00039322,0.00039368,1330452.1
07/28/2021 00:26:00,0.00039371,0.00039371,0.00039251,0.00039280,2291931.2
07/28/2021 00:27:00,0.00039280,0.00039280,0.00039203,0.00039233,1265849.1
07/28/2021 00:28:00,0.00039233,0.00039233,0.00039103,0.00039146,4678184.5
07/28/2021 00:29:00,0.00039146,0.00039176,0.00039043,0.00039050,4209207.5
07/28/2021 00:30:00,0.00039048,0.00039071,0.00038925,0.00039040,8883104
07/28/2021 00:31:00,0.00039040,0.00039142,0.00039040,0.00039137,2058838.6
07/28/2021 00:32:00,0.00039137,0.00039186,0.00039137,0.00039180,1838740.1
07/28/2021 00:33:00,0.00039180,0.00039261,0.00039150,0.00039253,4957653.5
07/28/2021 00:34:00,0.00039252,0.00039252,0.00039198,0.00039224,1296046.4
07/28/2021 00:35:00,0.00039224,0.00039227,0.00039203,0.00039203,855034.06
07/28/2021 00:36:00,0.00039203,0.00039245,0.000392,0.00039217,1133907.8
07/28/2021 00:37:00,0.00039217,0.00039217,0.00039107,0.00039107,1560312.5
07/28/2021 00:38:00,0.00039107,0.00039155,0.00039104,0.00039112,1364736.4
07/28/2021 00:39:00,0.00039112,0.00039120,0.00039064,0.00039108,1820408.2
07/28/2021 00:40:00,0.00039108,0.00039121,0.00039060,0.00039062,930870.06
07/28/2021 00:41:00,0.00039062,0.00039077,0.00039017,0.00039060,2174314
07/28/2021 00:42:00,0.00039060,0.00039116,0.00039000,0.00039025,1350645.2
07/28/2021 00:43:00,0.00039025,0.00039062,0.0003902,0.00039060,768738.06
07/28/2021 00:44:00,0.00039060,0.00039085,0.00039034,0.00039052,1209319.9
07/28/2021 00:45:00,0.00039052,0.00039052,0.00038989,0.0003905,2401302.2
07/28/2021 00:46:00,0.0003905,0.00039056,0.00038979,0.00038985,831510.6
07/28/2021 00:47:00,0.00038985,0.00039039,0.00038982,0.00039039,2183954.5
07/28/2021 00:48:00,0.00039039,0.00039095,0.00039021,0.00039073,1883340.5
07/28/2021 00:49:00,0.00039072,0.00039096,0.00039033,0.00039033,861680.7
07/28/2021 00:50:00,0.00039033,0.00039114,0.00039001,0.00039110,1557248.2
07/28/2021 00:51:00,0.00039112,0.00039134,0.00039090,0.00039131,1273611.1
07/28/2021 00:52:00,0.00039130,0.00039149,0.00039093,0.00039106,906498.6
07/28/2021 00:53:00,0.00039106,0.00039141,0.00039082,0.00039131,735266.56
07/28/2021 00:54:00,0.00039131,0.00039164,0.00039124,0.00039153,1748283
07/28/2021 00:55:00,0.00039153,0.00039174,0.00039056,0.00039073,1994827.9
07/28/2021 00:56:00,0.00039073,0.00039154,0.00039073,0.00039139,774412.2
07/28/2021 00:57:00,0.00039139,0.00039176,0.00039139,0.00039169,660870.3
07/28/2021 00:58:00,0.00039169,0.00039181,0.00039140,0.00039172,957893.06
07/28/2021 00:59:00,0.00039172,0.00039177,0.00039060,0.00039070,1231833.8
07/28/2021 01:00:00,0.00039078,0.00039118,0.00039021,0.00039026,1698318.6
07/28/2021 01:01:00,0.00039026,0.00039032,0.00039001,0.00039025,1149104.4
07/28/2021 01:02:00,0.00039025,0.00039064,0.00039007,0.0003901,813227.44
07/28/2021 01:03:00,0.0003901,0.0003902,0.00038904,0.0003898,9884177
07/28/2021 01:04:00,0.00038980,0.00038987,0.00038952,0.00038982,1510106.9
07/28/2021 01:05:00,0.00038982,0.00039054,0.00038978,0.00039042,1155287.4
07/28/2021 01:06:00,0.00039042,0.00039091,0.00039030,0.00039081,1569498.8
07/28/2021 01:07:00,0.00039081,0.00039128,0.00039081,0.00039128,1752285.1
07/28/2021 01:08:00,0.00039128,0.00039148,0.00039089,0.00039133,1196051.9
07/28/2021 01:09:00,0.00039134,0.0003915,0.00039111,0.00039132,1173447.1
07/28/2021 01:10:00,0.00039132,0.00039206,0.00039120,0.00039186,1381944.1
07/28/2021 01:11:00,0.00039186,0.000393,0.00039170,0.00039254,3076045.2
07/28/2021 01:12:00,0.00039254,0.00039263,0.00039200,0.00039208,1673203.2
07/28/2021 01:13:00,0.00039208,0.00039232,0.00039200,0.00039200,1481504.1
07/28/2021 01:14:00,0.00039200,0.00039232,0.00039200,0.00039203,580140.4
07/28/2021 01:15:00,0.00039203,0.00039296,0.00039203,0.00039223,2032155.2
